nid,region,tmo,less,alphabet,more,day,month,year,captcha,mobile,email,manufactureDateYear,manufactureDateMonth,vehicleManufacturerName,vehicleModel,engineModel,engineNumber,chassisNumber,vehicleWeight,seatCapacity,engineDisplacement,ownershipType,vehicleType,enginePowerValue,enginePowerUnit,enginePowerRpm,typeOfOwner,firstName,lastName,nationality,citizenshipIssuingDateDay,citizenshipIssuingDateMonth,citizenshipIssuingDateYear,citizenshipIssuingDistrict,citizenshipNumber,panNumber,address,financedBy,representativeFirstName,representativeLastName,representativeNationality,representativeCitizenshipIssuingDateDay,representativeCitizenshipIssuingDateMonth,representativeCitizenshipIssuingDateYear,representativeCitizenshipIssuingDistrict,representativeCitizenshipNumber,representativePanNumber,nameOfOrganization,organizationPanNumber,representativeAddress,representativeFinancedBy,formFragment
लु-५५५-क-१८४५,लु,,५५५,क,१८४५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८४६,लु,,५५५,क,१८४६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८४७,लु,,५५५,क,१८४७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८४८,लु,,५५५,क,१८४८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८४९,लु,,५५५,क,१८४९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५०,लु,,५५५,क,१८५०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५१,लु,,५५५,क,१८५१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५२,लु,,५५५,क,१८५२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५३,लु,,५५५,क,१८५३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५४,लु,,५५५,क,१८५४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५५,लु,,५५५,क,१८५५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५६,लु,,५५५,क,१८५६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५७,लु,,५५५,क,१८५७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५८,लु,,५५५,क,१८५८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८५९,लु,,५५५,क,१८५९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६०,लु,,५५५,क,१८६०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६१,लु,,५५५,क,१८६१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६२,लु,,५५५,क,१८६२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६३,लु,,५५५,क,१८६३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६४,लु,,५५५,क,१८६४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६५,लु,,५५५,क,१८६५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६६,लु,,५५५,क,१८६६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६७,लु,,५५५,क,१८६७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६८,लु,,५५५,क,१८६८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८६९,लु,,५५५,क,१८६९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७०,लु,,५५५,क,१८७०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७१,लु,,५५५,क,१८७१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७२,लु,,५५५,क,१८७२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७३,लु,,५५५,क,१८७३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७४,लु,,५५५,क,१८७४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७५,लु,,५५५,क,१८७५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७६,लु,,५५५,क,१८७६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७७,लु,,५५५,क,१८७७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७८,लु,,५५५,क,१८७८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८७९,लु,,५५५,क,१८७९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८०,लु,,५५५,क,१८८०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८१,लु,,५५५,क,१८८१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८२,लु,,५५५,क,१८८२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८३,लु,,५५५,क,१८८३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८४,लु,,५५५,क,१८८४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८५,लु,,५५५,क,१८८५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८६,लु,,५५५,क,१८८६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८७,लु,,५५५,क,१८८७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८८,लु,,५५५,क,१८८८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८८९,लु,,५५५,क,१८८९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९०,लु,,५५५,क,१८९०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९१,लु,,५५५,क,१८९१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९२,लु,,५५५,क,१८९२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९३,लु,,५५५,क,१८९३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९४,लु,,५५५,क,१८९४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९५,लु,,५५५,क,१८९५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९६,लु,,५५५,क,१८९६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९७,लु,,५५५,क,१८९७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९८,लु,,५५५,क,१८९८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१८९९,लु,,५५५,क,१८९९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९००,लु,,५५५,क,१९००,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०१,लु,,५५५,क,१९०१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०२,लु,,५५५,क,१९०२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०३,लु,,५५५,क,१९०३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०४,लु,,५५५,क,१९०४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०५,लु,,५५५,क,१९०५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०६,लु,,५५५,क,१९०६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०७,लु,,५५५,क,१९०७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०८,लु,,५५५,क,१९०८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९०९,लु,,५५५,क,१९०९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१०,लु,,५५५,क,१९१०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९११,लु,,५५५,क,१९११,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१२,लु,,५५५,क,१९१२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१३,लु,,५५५,क,१९१३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१४,लु,,५५५,क,१९१४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१५,लु,,५५५,क,१९१५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१६,लु,,५५५,क,१९१६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१७,लु,,५५५,क,१९१७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१८,लु,,५५५,क,१९१८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९१९,लु,,५५५,क,१९१९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२०,लु,,५५५,क,१९२०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२१,लु,,५५५,क,१९२१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२२,लु,,५५५,क,१९२२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२३,लु,,५५५,क,१९२३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२४,लु,,५५५,क,१९२४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२५,लु,,५५५,क,१९२५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२६,लु,,५५५,क,१९२६,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२७,लु,,५५५,क,१९२७,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२८,लु,,५५५,क,१९२८,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९२९,लु,,५५५,क,१९२९,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३०,लु,,५५५,क,१९३०,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३१,लु,,५५५,क,१९३१,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३२,लु,,५५५,क,१९३२,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३३,लु,,५५५,क,१९३३,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३४,लु,,५५५,क,१९३४,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
लु-५५५-क-१९३५,लु,,५५५,क,१९३५,११,११,२०२०,123456,9888000028,,2000,11,vehicleManufacturerName,vehicleModel,engineModel,1234567890,1234567890,1000,6,2,Government,15,,,,individual,firstName,lastName,0,११,११,२०२०,319,1234567890,,address,,,,0,,,,,,,,,,,
